Id,Class
3179,Perth
3180,Sydney
3181,Brisbane
3182,Sydney
3183,Sydney
3184,Melbourne
3185,Sydney
3186,Sydney
3187,Perth
3188,Sydney
3189,Brisbane
3190,Sydney
3191,Brisbane
3192,Sydney
3193,Melbourne
3194,Perth
3195,Sydney
3196,Sydney
3197,Brisbane
3198,Sydney
3199,Sydney
3200,Sydney
3201,Brisbane
3202,Perth
3203,Sydney
3204,Melbourne
3205,Sydney
3206,Sydney
3207,Perth
3208,Sydney
3209,Sydney
3210,Sydney
3211,Melbourne
3212,Sydney
3213,Sydney
3214,Sydney
3215,Brisbane
3216,Sydney
3217,Perth
3218,Perth
3219,Melbourne
3220,Sydney
3221,Sydney
3222,Sydney
3223,Melbourne
3224,Melbourne
3225,Perth
3226,Melbourne
3227,Sydney
3228,Sydney
3229,Sydney
3230,Perth
3231,Perth
3232,Sydney
3233,Melbourne
3234,Sydney
3235,Brisbane
3236,Brisbane
3237,Perth
3238,Perth
3239,Sydney
3240,Brisbane
3241,Melbourne
3242,Perth
3243,Perth
3244,Sydney
3245,Sydney
3246,Brisbane
3247,Brisbane
3248,Perth
3249,Melbourne
3250,Perth
3251,Sydney
3252,Sydney
3253,Sydney
3254,Perth
3255,Sydney
3256,Brisbane
3257,Sydney
3258,Sydney
3259,Brisbane
3260,Brisbane
3261,Sydney
3262,Sydney
3263,Sydney
3264,Sydney
3265,Sydney
3266,Sydney
3267,Sydney
3268,Melbourne
3269,Melbourne
3270,Perth
3271,Sydney
3272,Melbourne
3273,Brisbane
3274,Sydney
3275,Brisbane
3276,Perth
3277,Sydney
3278,Sydney
3279,Perth
3280,Sydney
3281,Sydney
3282,Sydney
3283,Sydney
3284,Perth
3285,Sydney
3286,Sydney
3287,Brisbane
3288,Brisbane
3289,Sydney
3290,Perth
3291,Perth
3292,Sydney
3293,Melbourne
3294,Brisbane
3295,Melbourne
3296,Perth
3297,Perth
3298,Sydney
3299,Sydney
3300,Sydney
3301,Sydney
3302,Perth
3303,Sydney
3304,Perth
3305,Melbourne
3306,Sydney
3307,Sydney
3308,Sydney
3309,Perth
3310,Brisbane
3311,Brisbane
3312,Sydney
3313,Sydney
3314,Brisbane
3315,Perth
3316,Perth
3317,Sydney
3318,Sydney
3319,Sydney
3320,Brisbane
3321,Perth
3322,Sydney
3323,Brisbane
3324,Sydney
3325,Sydney
3326,Sydney
3327,Brisbane
3328,Melbourne
3329,Sydney
3330,Perth
3331,Perth
3332,Melbourne
3333,Perth
3334,Sydney
3335,Melbourne
3336,Brisbane
3337,Melbourne
3338,Melbourne
3339,Perth
3340,Melbourne
3341,Perth
3342,Melbourne
3343,Sydney
3344,Sydney
3345,Melbourne
3346,Melbourne
3347,Sydney
3348,Perth
3349,Perth
3350,Sydney
3351,Brisbane
3352,Brisbane
3353,Sydney
3354,Brisbane
3355,Sydney
3356,Melbourne
3357,Melbourne
3358,Perth
3359,Sydney
3360,Sydney
3361,Melbourne
3362,Sydney
3363,Melbourne
3364,Sydney
3365,Sydney
3366,Sydney
3367,Sydney
3368,Melbourne
3369,Melbourne
3370,Melbourne
3371,Melbourne
3372,Melbourne
3373,Sydney
3374,Perth
3375,Perth
3376,Sydney
3377,Perth
3378,Sydney
3379,Sydney
3380,Brisbane
3381,Sydney
3382,Melbourne
3383,Perth
3384,Sydney
3385,Sydney
3386,Sydney
3387,Sydney
3388,Sydney
3389,Brisbane
3390,Perth
3391,Sydney
3392,Sydney
3393,Sydney
3394,Perth
3395,Sydney
3396,Melbourne
3397,Melbourne
3398,Perth
3399,Sydney
3400,Sydney
3401,Melbourne
3402,Melbourne
3403,Brisbane
3404,Perth
3405,Sydney
3406,Sydney
3407,Brisbane
3408,Sydney
3409,Sydney
3410,Brisbane
3411,Brisbane
3412,Perth
3413,Melbourne
3414,Perth
3415,Sydney
3416,Sydney
3417,Melbourne
3418,Melbourne
3419,Sydney
3420,Sydney
3421,Sydney
3422,Perth
3423,Perth
3424,Sydney
3425,Sydney
3426,Sydney
3427,Melbourne
3428,Perth
3429,Perth
3430,Sydney
3431,Sydney
3432,Sydney
3433,Perth
3434,Perth
3435,Sydney
3436,Sydney
3437,Sydney
3438,Sydney
3439,Perth
3440,Sydney
3441,Sydney
3442,Perth
3443,Melbourne
3444,Sydney
3445,Sydney
3446,Sydney
3447,Brisbane
3448,Melbourne
3449,Perth
3450,Sydney
3451,Perth
3452,Melbourne
3453,Sydney
3454,Perth
3455,Melbourne
3456,Sydney
3457,Sydney
3458,Melbourne
3459,Sydney
3460,Perth
3461,Melbourne
3462,Perth
3463,Perth
3464,Perth
3465,Sydney
3466,Melbourne
3467,Sydney
3468,Melbourne
3469,Brisbane
3470,Perth
3471,Sydney
3472,Sydney
3473,Sydney
3474,Sydney
3475,Sydney
3476,Sydney
3477,Melbourne
3478,Sydney
3479,Perth
3480,Sydney
3481,Sydney
3482,Sydney
3483,Perth
3484,Sydney
3485,Melbourne
3486,Perth
3487,Sydney
3488,Perth
3489,Brisbane
3490,Sydney
3491,Sydney
3492,Sydney
3493,Melbourne
3494,Brisbane
3495,Sydney
3496,Sydney
3497,Brisbane
3498,Brisbane
3499,Melbourne
3500,Perth
3501,Perth
3502,Sydney
3503,Sydney
3504,Sydney
3505,Perth
3506,Sydney
3507,Sydney
3508,Sydney
3509,Sydney
3510,Brisbane
3511,Brisbane
3512,Sydney
3513,Sydney
3514,Sydney
3515,Sydney
3516,Sydney
3517,Perth
3518,Sydney
3519,Sydney
3520,Sydney
3521,Sydney
3522,Brisbane
3523,Perth
3524,Sydney
3525,Sydney
3526,Brisbane
3527,Sydney
3528,Sydney
3529,Brisbane
3530,Melbourne
3531,Brisbane
3532,Sydney
3533,Sydney
3534,Sydney
3535,Brisbane
3536,Perth
3537,Brisbane
3538,Sydney
3539,Sydney
3540,Perth
3541,Perth
3542,Perth
3543,Sydney
3544,Perth
3545,Sydney
3546,Brisbane
3547,Sydney
3548,Sydney
3549,Perth
3550,Sydney
3551,Sydney
3552,Perth
3553,Brisbane
3554,Sydney
3555,Sydney
3556,Sydney
3557,Sydney
3558,Sydney
3559,Melbourne
3560,Melbourne
3561,Sydney
3562,Melbourne
3563,Sydney
3564,Sydney
3565,Perth
3566,Melbourne
3567,Sydney
3568,Perth
3569,Perth
3570,Perth
3571,Sydney
3572,Sydney
3573,Brisbane
3574,Melbourne
3575,Sydney
3576,Perth
3577,Sydney
3578,Sydney
3579,Sydney
3580,Brisbane
3581,Brisbane
3582,Melbourne
3583,Perth
3584,Brisbane
3585,Sydney
3586,Perth
3587,Sydney
3588,Sydney
3589,Brisbane
3590,Sydney
3591,Sydney
3592,Brisbane
3593,Sydney
3594,Sydney
3595,Sydney
3596,Sydney
3597,Sydney
3598,Sydney
3599,Melbourne
3600,Perth
3601,Perth
3602,Melbourne
3603,Sydney
3604,Sydney
3605,Sydney
3606,Sydney
3607,Sydney
3608,Brisbane
3609,Sydney
3610,Perth
3611,Brisbane
3612,Melbourne
3613,Sydney
3614,Brisbane
3615,Melbourne
3616,Perth
3617,Sydney
3618,Sydney
3619,Sydney
3620,Melbourne
3621,Sydney
3622,Perth
3623,Sydney
3624,Brisbane
3625,Melbourne
3626,Sydney
3627,Sydney
3628,Melbourne
3629,Melbourne
3630,Sydney
3631,Brisbane
3632,Perth
3633,Sydney
3634,Brisbane
3635,Sydney
3636,Perth
3637,Sydney
3638,Sydney
3639,Sydney
3640,Melbourne
3641,Brisbane
3642,Brisbane
3643,Melbourne
3644,Melbourne
3645,Melbourne
3646,Sydney
3647,Perth
3648,Sydney
3649,Sydney
3650,Brisbane
3651,Melbourne
3652,Brisbane
3653,Sydney
3654,Sydney
3655,Sydney
3656,Perth
3657,Sydney
3658,Perth
3659,Perth
3660,Sydney
3661,Perth
3662,Brisbane
3663,Sydney
3664,Perth
3665,Sydney
3666,Sydney
3667,Sydney
3668,Sydney
3669,Sydney
3670,Melbourne
3671,Perth
3672,Sydney
3673,Sydney
3674,Sydney
3675,Sydney
3676,Perth
3677,Sydney
3678,Brisbane
3679,Sydney
3680,Melbourne
3681,Brisbane
3682,Brisbane
3683,Sydney
3684,Brisbane
3685,Brisbane
3686,Perth
3687,Perth
3688,Sydney
3689,Brisbane
3690,Melbourne
3691,Brisbane
3692,Sydney
3693,Sydney
3694,Perth
3695,Brisbane
3696,Perth
3697,Sydney
3698,Sydney
3699,Sydney
3700,Sydney
3701,Sydney
3702,Sydney
3703,Sydney
3704,Sydney
3705,Sydney
3706,Brisbane
3707,Sydney
3708,Brisbane
3709,Sydney
3710,Melbourne
3711,Melbourne
3712,Sydney
3713,Perth
3714,Sydney
3715,Brisbane
3716,Sydney
3717,Melbourne
3718,Perth
3719,Sydney
3720,Brisbane
3721,Perth
3722,Sydney
3723,Sydney
3724,Brisbane
3725,Brisbane
3726,Perth
3727,Sydney
3728,Sydney
3729,Sydney
3730,Sydney
3731,Sydney
3732,Melbourne
3733,Sydney
3734,Sydney
3735,Sydney
3736,Sydney
3737,Melbourne
3738,Sydney
3739,Sydney
3740,Sydney
3741,Brisbane
3742,Perth
3743,Melbourne
3744,Perth
3745,Brisbane
3746,Brisbane
3747,Sydney
3748,Sydney
3749,Brisbane
3750,Perth
3751,Sydney
3752,Brisbane
3753,Sydney
3754,Brisbane
3755,Melbourne
3756,Brisbane
3757,Perth
3758,Sydney
3759,Sydney
3760,Sydney
3761,Sydney
3762,Sydney
3763,Sydney
3764,Sydney
3765,Perth
3766,Sydney
3767,Melbourne
3768,Brisbane
3769,Perth
3770,Brisbane
3771,Brisbane
3772,Brisbane
3773,Sydney
3774,Sydney
3775,Perth
3776,Sydney
3777,Sydney
3778,Sydney
3779,Perth
3780,Sydney
3781,Perth
3782,Sydney
3783,Perth
3784,Sydney
3785,Perth
3786,Sydney
3787,Sydney
3788,Perth
3789,Sydney
3790,Sydney
3791,Perth
3792,Brisbane
3793,Brisbane
3794,Sydney
3795,Sydney
3796,Sydney
3797,Brisbane
3798,Sydney
3799,Sydney
3800,Melbourne
3801,Perth
3802,Melbourne
3803,Brisbane
3804,Brisbane
3805,Brisbane
3806,Melbourne
3807,Perth
3808,Perth
3809,Sydney
3810,Brisbane
3811,Perth
3812,Melbourne
3813,Perth
3814,Melbourne
3815,Brisbane
3816,Perth
3817,Sydney
3818,Sydney
3819,Perth
3820,Brisbane
3821,Sydney
3822,Sydney
3823,Perth
3824,Melbourne
3825,Perth
3826,Sydney
3827,Sydney
3828,Perth
3829,Melbourne
3830,Sydney
3831,Sydney
3832,Perth
3833,Sydney
3834,Sydney
3835,Melbourne
3836,Sydney
3837,Brisbane
3838,Sydney
3839,Perth
3840,Perth
3841,Sydney
3842,Sydney
3843,Brisbane
3844,Sydney
3845,Sydney
3846,Brisbane
3847,Sydney
3848,Sydney
3849,Perth
3850,Perth
3851,Brisbane
3852,Sydney
3853,Sydney
3854,Sydney
3855,Brisbane
3856,Perth
3857,Sydney
3858,Sydney
3859,Melbourne
3860,Brisbane
3861,Sydney
3862,Melbourne
3863,Melbourne
3864,Sydney
3865,Sydney
3866,Brisbane
3867,Sydney
3868,Perth
3869,Sydney
3870,Perth
3871,Brisbane
3872,Brisbane
3873,Melbourne
3874,Sydney
3875,Sydney
3876,Brisbane
3877,Perth
3878,Melbourne
3879,Perth
3880,Melbourne
3881,Sydney
3882,Sydney
3883,Sydney
3884,Sydney
3885,Sydney
3886,Brisbane
3887,Brisbane
3888,Brisbane
3889,Brisbane
3890,Sydney
3891,Perth
3892,Sydney
3893,Brisbane
3894,Brisbane
3895,Sydney
3896,Brisbane
3897,Sydney
3898,Sydney
3899,Sydney
3900,Sydney
3901,Perth
3902,Sydney
3903,Sydney
3904,Melbourne
3905,Sydney
3906,Perth
3907,Sydney
3908,Perth
3909,Sydney
3910,Sydney
3911,Brisbane
3912,Brisbane
3913,Sydney
3914,Sydney
3915,Sydney
3916,Sydney
3917,Sydney
3918,Sydney
3919,Sydney
3920,Sydney
3921,Sydney
3922,Brisbane
3923,Perth
3924,Perth
3925,Sydney
3926,Brisbane
3927,Sydney
3928,Sydney
3929,Brisbane
3930,Sydney
3931,Sydney
3932,Sydney
3933,Sydney
3934,Sydney
3935,Sydney
3936,Sydney
3937,Melbourne
3938,Perth
3939,Perth
3940,Brisbane
3941,Sydney
3942,Sydney
3943,Melbourne
3944,Sydney
3945,Brisbane
3946,Sydney
3947,Perth
3948,Sydney
3949,Melbourne
3950,Brisbane
3951,Sydney
3952,Brisbane
3953,Perth
3954,Sydney
3955,Sydney
3956,Sydney
3957,Melbourne
3958,Brisbane
3959,Melbourne
3960,Perth
3961,Brisbane
3962,Perth
3963,Perth
3964,Sydney
3965,Perth
3966,Perth
3967,Melbourne
3968,Perth
3969,Brisbane
3970,Sydney
3971,Brisbane
3972,Melbourne
3973,Sydney
3974,Sydney
3975,Brisbane
3976,Perth
3977,Sydney
3978,Melbourne
3979,Perth
3980,Sydney
3981,Sydney
3982,Sydney
3983,Sydney
3984,Brisbane
3985,Sydney
3986,Sydney
3987,Melbourne
3988,Sydney
3989,Perth
3990,Sydney
3991,Sydney
3992,Sydney
3993,Perth
3994,Sydney
3995,Sydney
3996,Sydney
3997,Sydney
3998,Melbourne
3999,Perth
31000,Melbourne
31001,Sydney
31002,Perth
31003,Sydney
31004,Perth
31005,Sydney
31006,Sydney
31007,Sydney
31008,Melbourne
31009,Brisbane
31010,Brisbane
31011,Perth
31012,Sydney
31013,Sydney
31014,Brisbane
31015,Sydney
31016,Brisbane
31017,Perth
31018,Sydney
31019,Perth
31020,Brisbane
31021,Brisbane
31022,Melbourne
31023,Sydney
31024,Sydney
31025,Sydney
31026,Perth
31027,Melbourne
31028,Brisbane
31029,Sydney
31030,Sydney
31031,Sydney
31032,Sydney
31033,Sydney
31034,Perth
31035,Sydney
31036,Brisbane
31037,Sydney
31038,Sydney
31039,Perth
31040,Melbourne
31041,Melbourne
31042,Sydney
31043,Perth
31044,Brisbane
31045,Sydney
31046,Sydney
31047,Sydney
31048,Brisbane
31049,Sydney
31050,Sydney
31051,Sydney
31052,Brisbane
31053,Sydney
31054,Perth
31055,Melbourne
31056,Sydney
31057,Melbourne
31058,Sydney
31059,Sydney
31060,Perth
31061,Sydney
31062,Brisbane
31063,Sydney
31064,Sydney
31065,Sydney
31066,Sydney
31067,Melbourne
31068,Sydney
31069,Perth
31070,Brisbane
31071,Sydney
31072,Sydney
31073,Sydney
31074,Perth
31075,Sydney
31076,Melbourne
31077,Sydney
31078,Sydney
31079,Melbourne
31080,Brisbane
31081,Perth
31082,Melbourne
31083,Perth
31084,Sydney
31085,Sydney
31086,Melbourne
31087,Sydney
31088,Sydney
31089,Sydney
31090,Melbourne
31091,Perth
31092,Perth
31093,Perth
31094,Sydney
31095,Sydney
31096,Melbourne
31097,Brisbane
31098,Sydney
31099,Brisbane
31100,Sydney
31101,Perth
31102,Sydney
31103,Sydney
31104,Sydney
31105,Sydney
31106,Brisbane
31107,Sydney
31108,Sydney
31109,Brisbane
31110,Brisbane
31111,Sydney
31112,Sydney
31113,Brisbane
31114,Sydney
31115,Perth
31116,Sydney
31117,Sydney
31118,Melbourne
31119,Melbourne
31120,Sydney
31121,Sydney
31122,Sydney
31123,Sydney
31124,Brisbane
31125,Melbourne
31126,Sydney
31127,Sydney
31128,Perth
31129,Melbourne
31130,Sydney
31131,Perth
31132,Melbourne
31133,Sydney
31134,Perth
31135,Sydney
31136,Sydney
31137,Brisbane
31138,Perth
31139,Sydney
31140,Sydney
31141,Melbourne
31142,Sydney
31143,Sydney
31144,Brisbane
31145,Melbourne
31146,Sydney
31147,Brisbane
31148,Sydney
31149,Brisbane
31150,Brisbane
31151,Perth
31152,Melbourne
31153,Brisbane
31154,Sydney
31155,Sydney
31156,Melbourne
31157,Sydney
31158,Brisbane
31159,Sydney
31160,Sydney
31161,Sydney
31162,Sydney
31163,Sydney
31164,Perth
31165,Melbourne
31166,Brisbane
31167,Sydney
31168,Sydney
31169,Sydney
31170,Sydney
31171,Brisbane
31172,Sydney
31173,Brisbane
31174,Sydney
31175,Perth
31176,Sydney
31177,Sydney
31178,Melbourne
31179,Perth
31180,Perth
31181,Sydney
31182,Sydney
31183,Brisbane
31184,Sydney
31185,Sydney
31186,Melbourne
31187,Sydney
31188,Sydney
31189,Sydney
31190,Brisbane
31191,Sydney
31192,Sydney
31193,Sydney
31194,Sydney
31195,Sydney
31196,Sydney
31197,Sydney
31198,Brisbane
31199,Sydney
31200,Melbourne
31201,Sydney
31202,Sydney
31203,Sydney
31204,Perth
31205,Sydney
31206,Sydney
31207,Perth
31208,Brisbane
31209,Brisbane
31210,Brisbane
31211,Sydney
31212,Perth
31213,Perth
31214,Perth
31215,Sydney
31216,Perth
31217,Melbourne
31218,Sydney
31219,Brisbane
31220,Sydney
31221,Sydney
31222,Brisbane
31223,Perth
31224,Sydney
31225,Brisbane
31226,Perth
31227,Perth
31228,Melbourne
31229,Melbourne
31230,Brisbane
31231,Sydney
31232,Sydney
31233,Perth
31234,Melbourne
31235,Sydney
31236,Sydney
31237,Melbourne
31238,Melbourne
31239,Sydney
31240,Sydney
31241,Perth
31242,Brisbane
31243,Brisbane
31244,Brisbane
31245,Sydney
31246,Perth
31247,Sydney
31248,Perth
31249,Sydney
31250,Perth
31251,Sydney
31252,Perth
31253,Brisbane
31254,Brisbane
31255,Sydney
31256,Melbourne
31257,Sydney
31258,Melbourne
31259,Sydney
31260,Brisbane
31261,Sydney
31262,Brisbane
31263,Perth
31264,Perth
31265,Brisbane
31266,Perth
31267,Perth
31268,Melbourne
31269,Brisbane
31270,Melbourne
31271,Sydney
31272,Melbourne
31273,Perth
31274,Sydney
31275,Sydney
31276,Melbourne
31277,Sydney
31278,Brisbane
31279,Sydney
31280,Perth
31281,Sydney
31282,Melbourne
31283,Sydney
31284,Perth
31285,Brisbane
31286,Sydney
31287,Sydney
31288,Sydney
31289,Perth
31290,Brisbane
31291,Melbourne
31292,Perth
31293,Sydney
31294,Sydney
31295,Brisbane
31296,Sydney
31297,Sydney
31298,Melbourne
31299,Perth
31300,Perth
31301,Sydney
31302,Perth
31303,Melbourne
31304,Sydney
31305,Sydney
31306,Sydney
31307,Perth
31308,Sydney
31309,Perth
31310,Brisbane
31311,Brisbane
31312,Sydney
31313,Perth
31314,Sydney
31315,Melbourne
31316,Brisbane
31317,Brisbane
31318,Perth
31319,Brisbane
31320,Sydney
31321,Sydney
31322,Perth
31323,Melbourne
31324,Brisbane
31325,Sydney
31326,Sydney
31327,Brisbane
31328,Melbourne
31329,Perth
31330,Sydney
31331,Sydney
31332,Sydney
31333,Sydney
31334,Sydney
31335,Sydney
31336,Sydney
31337,Sydney
31338,Sydney
31339,Sydney
31340,Brisbane
31341,Sydney
31342,Brisbane
31343,Brisbane
31344,Sydney
31345,Perth
31346,Perth
31347,Sydney
31348,Melbourne
31349,Perth
31350,Sydney
31351,Sydney
31352,Sydney
31353,Sydney
31354,Sydney
31355,Melbourne
31356,Sydney
31357,Perth
31358,Sydney
31359,Sydney
31360,Sydney
31361,Brisbane
31362,Sydney
31363,Brisbane
31364,Sydney
31365,Sydney
31366,Sydney
31367,Perth
31368,Perth
31369,Perth
31370,Sydney
31371,Brisbane
31372,Melbourne
31373,Sydney
31374,Perth
31375,Melbourne
31376,Perth
31377,Perth
31378,Melbourne
31379,Sydney
31380,Melbourne
31381,Brisbane
31382,Sydney
31383,Sydney
31384,Sydney
31385,Sydney
31386,Brisbane
31387,Brisbane
31388,Sydney
31389,Sydney
31390,Perth
31391,Sydney
31392,Sydney
31393,Sydney
31394,Sydney
31395,Sydney
31396,Brisbane
31397,Melbourne
31398,Sydney
31399,Brisbane
31400,Sydney
31401,Perth
31402,Brisbane
31403,Perth
31404,Brisbane
31405,Sydney
31406,Sydney
31407,Brisbane
31408,Perth
31409,Sydney
31410,Melbourne
31411,Brisbane
31412,Sydney
31413,Sydney
31414,Sydney
31415,Brisbane
31416,Sydney
31417,Sydney
31418,Sydney
31419,Brisbane
31420,Sydney
31421,Melbourne
31422,Sydney
31423,Sydney
31424,Sydney
31425,Brisbane
31426,Brisbane
31427,Sydney
31428,Sydney
31429,Sydney
31430,Melbourne
31431,Melbourne
31432,Brisbane
31433,Sydney
31434,Sydney
31435,Perth
31436,Melbourne
31437,Sydney
31438,Brisbane
31439,Brisbane
31440,Melbourne
31441,Melbourne
31442,Brisbane
31443,Sydney
31444,Melbourne
31445,Sydney
31446,Sydney
31447,Melbourne
31448,Sydney
31449,Sydney
31450,Brisbane
31451,Sydney
31452,Melbourne
31453,Melbourne
31454,Perth
31455,Melbourne
31456,Sydney
31457,Perth
31458,Sydney
31459,Sydney
31460,Sydney
31461,Sydney
31462,Melbourne
31463,Melbourne
31464,Sydney
31465,Sydney
31466,Brisbane
31467,Sydney
31468,Brisbane
31469,Melbourne
31470,Melbourne
31471,Sydney
31472,Sydney
31473,Melbourne
31474,Sydney
31475,Perth
31476,Sydney
31477,Perth
31478,Sydney
31479,Brisbane
31480,Sydney
31481,Sydney
31482,Perth
31483,Melbourne
31484,Melbourne
31485,Sydney
31486,Sydney
31487,Sydney
31488,Sydney
31489,Sydney
31490,Sydney
31491,Sydney
31492,Melbourne
31493,Melbourne
31494,Sydney
31495,Sydney
31496,Sydney
31497,Sydney
31498,Sydney
31499,Brisbane
31500,Perth
31501,Sydney
31502,Sydney
31503,Sydney
31504,Brisbane
31505,Sydney
31506,Perth
31507,Sydney
31508,Sydney
31509,Sydney
31510,Perth
31511,Melbourne
31512,Melbourne
31513,Melbourne
31514,Melbourne
31515,Perth
31516,Sydney
31517,Brisbane
31518,Melbourne
31519,Sydney
31520,Brisbane
31521,Sydney
31522,Perth
31523,Perth
31524,Perth
31525,Perth
31526,Sydney
31527,Brisbane
31528,Sydney
31529,Sydney
31530,Brisbane
31531,Sydney
31532,Sydney
31533,Sydney
31534,Melbourne
31535,Sydney
31536,Perth
31537,Sydney
31538,Perth
31539,Sydney
31540,Perth
31541,Sydney
31542,Sydney
31543,Brisbane
31544,Sydney
31545,Perth
31546,Brisbane
31547,Brisbane
31548,Sydney
31549,Sydney
31550,Sydney
31551,Perth
31552,Sydney
31553,Sydney
31554,Melbourne
31555,Sydney
31556,Melbourne
31557,Brisbane
31558,Perth
31559,Brisbane
31560,Perth
31561,Sydney
31562,Perth
31563,Melbourne
31564,Perth
31565,Perth
31566,Sydney
31567,Melbourne
31568,Brisbane
31569,Sydney
31570,Melbourne
31571,Perth
31572,Melbourne
31573,Sydney
31574,Brisbane
31575,Sydney
31576,Perth
31577,Perth
31578,Sydney
31579,Sydney
31580,Melbourne
31581,Melbourne
31582,Perth
31583,Perth
31584,Brisbane
31585,Sydney
31586,Melbourne
31587,Sydney
31588,Sydney
31589,Sydney
31590,Sydney
31591,Sydney
31592,Sydney
31593,Brisbane
31594,Brisbane
31595,Melbourne
31596,Melbourne
31597,Perth
31598,Sydney
31599,Sydney
31600,Sydney
31601,Brisbane
31602,Sydney
31603,Sydney
31604,Perth
31605,Brisbane
31606,Sydney
31607,Melbourne
31608,Sydney
31609,Sydney
31610,Melbourne
31611,Sydney
31612,Sydney
31613,Brisbane
31614,Perth
31615,Sydney
31616,Brisbane
31617,Sydney
31618,Sydney
31619,Sydney
31620,Sydney
31621,Brisbane
31622,Brisbane
31623,Sydney
31624,Melbourne
31625,Sydney
31626,Sydney
31627,Sydney
31628,Melbourne
31629,Sydney
31630,Sydney
31631,Sydney
31632,Brisbane
31633,Melbourne
31634,Perth
31635,Sydney
31636,Brisbane
31637,Sydney
31638,Melbourne
31639,Perth
31640,Sydney
31641,Perth
31642,Melbourne
31643,Sydney
31644,Sydney
31645,Sydney
31646,Brisbane
31647,Melbourne
31648,Sydney
31649,Brisbane
31650,Melbourne
31651,Sydney
31652,Brisbane
31653,Sydney
31654,Melbourne
31655,Sydney
31656,Perth
31657,Sydney
31658,Brisbane
31659,Melbourne
31660,Melbourne
31661,Perth
31662,Perth
31663,Melbourne
31664,Sydney
31665,Sydney
31666,Perth
31667,Perth
31668,Sydney
31669,Melbourne
31670,Sydney
31671,Perth
31672,Melbourne
31673,Brisbane
31674,Melbourne
31675,Sydney
31676,Melbourne
31677,Sydney
31678,Sydney
31679,Perth
31680,Sydney
31681,Sydney
31682,Sydney
31683,Sydney
31684,Perth
31685,Sydney
31686,Brisbane
31687,Perth
31688,Perth
31689,Brisbane
31690,Sydney
31691,Sydney
31692,Brisbane
31693,Perth
31694,Perth
31695,Perth
31696,Melbourne
31697,Melbourne
31698,Perth
31699,Sydney
31700,Sydney
31701,Brisbane
31702,Sydney
31703,Sydney
31704,Sydney
31705,Perth
31706,Sydney
31707,Perth
31708,Sydney
31709,Sydney
31710,Perth
31711,Perth
31712,Sydney
31713,Brisbane
31714,Brisbane
31715,Brisbane
31716,Perth
31717,Brisbane
31718,Sydney
31719,Melbourne
31720,Sydney
31721,Sydney
31722,Melbourne
31723,Sydney
31724,Brisbane
31725,Brisbane
31726,Brisbane
31727,Brisbane
31728,Sydney
31729,Sydney
31730,Sydney
31731,Melbourne
