Id,Class
3177,Melbourne
3178,Sydney
3179,Melbourne
3180,Sydney
3181,Melbourne
3182,Perth
3183,Sydney
3184,Melbourne
3185,Sydney
3186,Perth
3187,Perth
3188,Sydney
3189,Brisbane
3190,Sydney
3191,Brisbane
3192,Sydney
3193,Melbourne
3194,Sydney
3195,Sydney
3196,Sydney
3197,Melbourne
3198,Sydney
3199,Sydney
3200,Sydney
3201,Brisbane
3202,Perth
3203,Sydney
3204,Melbourne
3205,Brisbane
3206,Brisbane
3207,Brisbane
3208,Sydney
3209,Sydney
3210,Brisbane
3211,Melbourne
3212,Sydney
3213,Melbourne
3214,Sydney
3215,Melbourne
3216,Sydney
3217,Melbourne
3218,Sydney
3219,Sydney
3220,Sydney
3221,Sydney
3222,Sydney
3223,Perth
3224,Melbourne
3225,Brisbane
3226,Brisbane
3227,Sydney
3228,Sydney
3229,Sydney
3230,Melbourne
3231,Sydney
3232,Sydney
3233,Melbourne
3234,Sydney
3235,Perth
3236,Sydney
3237,Perth
3238,Melbourne
3239,Sydney
3240,Perth
3241,Melbourne
3242,Sydney
3243,Brisbane
3244,Sydney
3245,Sydney
3246,Brisbane
3247,Perth
3248,Perth
3249,Brisbane
3250,Brisbane
3251,Sydney
3252,Sydney
3253,Sydney
3254,Sydney
3255,Sydney
3256,Brisbane
3257,Melbourne
3258,Sydney
3259,Perth
3260,Melbourne
3261,Sydney
3262,Sydney
3263,Sydney
3264,Sydney
3265,Sydney
3266,Sydney
3267,Perth
3268,Brisbane
3269,Melbourne
3270,Melbourne
3271,Sydney
3272,Sydney
3273,Brisbane
3274,Melbourne
3275,Perth
3276,Perth
3277,Sydney
3278,Sydney
3279,Perth
3280,Sydney
3281,Perth
3282,Sydney
3283,Sydney
3284,Melbourne
3285,Sydney
3286,Melbourne
3287,Brisbane
3288,Sydney
3289,Sydney
3290,Melbourne
3291,Sydney
3292,Sydney
3293,Sydney
3294,Brisbane
3295,Sydney
3296,Sydney
3297,Melbourne
3298,Sydney
3299,Sydney
3300,Sydney
3301,Sydney
3302,Melbourne
3303,Sydney
3304,Perth
3305,Brisbane
3306,Sydney
3307,Sydney
3308,Sydney
3309,Perth
3310,Brisbane
3311,Perth
3312,Sydney
3313,Perth
3314,Sydney
3315,Melbourne
3316,Sydney
3317,Sydney
3318,Perth
3319,Sydney
3320,Brisbane
3321,Melbourne
3322,Brisbane
3323,Sydney
3324,Sydney
3325,Sydney
3326,Melbourne
3327,Melbourne
3328,Brisbane
3329,Sydney
3330,Brisbane
3331,Brisbane
3332,Melbourne
3333,Melbourne
3334,Sydney
3335,Brisbane
3336,Perth
3337,Sydney
3338,Sydney
3339,Brisbane
3340,Melbourne
3341,Melbourne
3342,Melbourne
3343,Sydney
3344,Sydney
3345,Melbourne
3346,Melbourne
3347,Sydney
3348,Melbourne
3349,Melbourne
3350,Sydney
3351,Sydney
3352,Melbourne
3353,Sydney
3354,Brisbane
3355,Sydney
3356,Melbourne
3357,Melbourne
3358,Perth
3359,Sydney
3360,Sydney
3361,Sydney
3362,Sydney
3363,Melbourne
3364,Sydney
3365,Sydney
3366,Sydney
3367,Sydney
3368,Sydney
3369,Melbourne
3370,Brisbane
3371,Melbourne
3372,Melbourne
3373,Sydney
3374,Perth
3375,Perth
3376,Sydney
3377,Brisbane
3378,Brisbane
3379,Sydney
3380,Perth
3381,Sydney
3382,Melbourne
3383,Brisbane
3384,Sydney
3385,Sydney
3386,Brisbane
3387,Sydney
3388,Sydney
3389,Brisbane
3390,Melbourne
3391,Sydney
3392,Sydney
3393,Sydney
3394,Sydney
3395,Brisbane
3396,Melbourne
3397,Melbourne
3398,Melbourne
3399,Sydney
3400,Sydney
3401,Melbourne
3402,Brisbane
3403,Sydney
3404,Melbourne
3405,Brisbane
3406,Sydney
3407,Brisbane
3408,Sydney
3409,Sydney
3410,Melbourne
3411,Brisbane
3412,Perth
3413,Melbourne
3414,Brisbane
3415,Sydney
3416,Sydney
3417,Brisbane
3418,Perth
3419,Sydney
3420,Sydney
3421,Sydney
3422,Perth
3423,Perth
3424,Sydney
3425,Sydney
3426,Brisbane
3427,Brisbane
3428,Melbourne
3429,Melbourne
3430,Sydney
3431,Sydney
3432,Melbourne
3433,Brisbane
3434,Brisbane
3435,Sydney
3436,Sydney
3437,Sydney
3438,Melbourne
3439,Perth
3440,Sydney
3441,Perth
3442,Melbourne
3443,Melbourne
3444,Sydney
3445,Melbourne
3446,Sydney
3447,Brisbane
3448,Sydney
3449,Sydney
3450,Sydney
3451,Brisbane
3452,Sydney
3453,Sydney
3454,Perth
3455,Melbourne
3456,Sydney
3457,Melbourne
3458,Sydney
3459,Sydney
3460,Melbourne
3461,Perth
3462,Perth
3463,Melbourne
3464,Melbourne
3465,Sydney
3466,Perth
3467,Sydney
3468,Melbourne
3469,Brisbane
3470,Melbourne
3471,Sydney
3472,Sydney
3473,Sydney
3474,Sydney
3475,Sydney
3476,Sydney
3477,Melbourne
3478,Sydney
3479,Melbourne
3480,Sydney
3481,Melbourne
3482,Sydney
3483,Melbourne
3484,Sydney
3485,Melbourne
3486,Brisbane
3487,Sydney
3488,Melbourne
3489,Brisbane
3490,Brisbane
3491,Sydney
3492,Brisbane
3493,Sydney
3494,Sydney
3495,Sydney
3496,Melbourne
3497,Melbourne
3498,Perth
3499,Melbourne
3500,Melbourne
3501,Perth
3502,Sydney
3503,Sydney
3504,Sydney
3505,Sydney
3506,Sydney
3507,Sydney
3508,Sydney
3509,Sydney
3510,Brisbane
3511,Brisbane
3512,Sydney
3513,Sydney
3514,Sydney
3515,Sydney
3516,Sydney
3517,Melbourne
3518,Sydney
3519,Brisbane
3520,Perth
3521,Sydney
3522,Perth
3523,Sydney
3524,Perth
3525,Sydney
3526,Brisbane
3527,Sydney
3528,Sydney
3529,Perth
3530,Sydney
3531,Brisbane
3532,Sydney
3533,Sydney
3534,Sydney
3535,Perth
3536,Perth
3537,Brisbane
3538,Perth
3539,Sydney
3540,Melbourne
3541,Brisbane
3542,Melbourne
3543,Perth
3544,Sydney
3545,Melbourne
3546,Melbourne
3547,Sydney
3548,Sydney
3549,Brisbane
3550,Sydney
3551,Sydney
3552,Sydney
3553,Brisbane
3554,Perth
3555,Sydney
3556,Sydney
3557,Sydney
3558,Sydney
3559,Melbourne
3560,Melbourne
3561,Sydney
3562,Melbourne
3563,Sydney
3564,Sydney
3565,Brisbane
3566,Melbourne
3567,Sydney
3568,Melbourne
3569,Melbourne
3570,Perth
3571,Sydney
3572,Sydney
3573,Brisbane
3574,Melbourne
3575,Sydney
3576,Perth
3577,Sydney
3578,Sydney
3579,Sydney
3580,Brisbane
3581,Sydney
3582,Melbourne
3583,Brisbane
3584,Melbourne
3585,Sydney
3586,Brisbane
3587,Sydney
3588,Sydney
3589,Perth
3590,Sydney
3591,Brisbane
3592,Melbourne
3593,Sydney
3594,Sydney
3595,Sydney
3596,Sydney
3597,Sydney
3598,Sydney
3599,Brisbane
3600,Perth
3601,Perth
3602,Melbourne
3603,Sydney
3604,Sydney
3605,Sydney
3606,Sydney
3607,Sydney
3608,Perth
3609,Brisbane
3610,Sydney
3611,Brisbane
3612,Melbourne
3613,Perth
3614,Brisbane
3615,Melbourne
3616,Melbourne
3617,Sydney
3618,Sydney
3619,Sydney
3620,Melbourne
3621,Sydney
3622,Perth
3623,Sydney
3624,Perth
3625,Melbourne
3626,Sydney
3627,Sydney
3628,Sydney
3629,Brisbane
3630,Sydney
3631,Brisbane
3632,Melbourne
3633,Sydney
3634,Brisbane
3635,Sydney
3636,Perth
3637,Sydney
3638,Sydney
3639,Sydney
3640,Melbourne
3641,Brisbane
3642,Sydney
3643,Sydney
3644,Melbourne
3645,Sydney
3646,Sydney
3647,Melbourne
3648,Sydney
3649,Sydney
3650,Brisbane
3651,Brisbane
3652,Sydney
3653,Melbourne
3654,Sydney
3655,Sydney
3656,Perth
3657,Sydney
3658,Melbourne
3659,Melbourne
3660,Brisbane
3661,Perth
3662,Brisbane
3663,Sydney
3664,Melbourne
3665,Sydney
3666,Sydney
3667,Sydney
3668,Sydney
3669,Brisbane
3670,Melbourne
3671,Perth
3672,Sydney
3673,Sydney
3674,Sydney
3675,Perth
3676,Brisbane
3677,Melbourne
3678,Brisbane
3679,Sydney
3680,Sydney
3681,Brisbane
3682,Brisbane
3683,Sydney
3684,Brisbane
3685,Brisbane
3686,Melbourne
3687,Brisbane
3688,Sydney
3689,Sydney
3690,Melbourne
3691,Perth
3692,Sydney
3693,Sydney
3694,Melbourne
3695,Perth
3696,Perth
3697,Sydney
3698,Sydney
3699,Sydney
3700,Sydney
3701,Brisbane
3702,Sydney
3703,Sydney
3704,Sydney
3705,Sydney
3706,Perth
3707,Sydney
3708,Brisbane
3709,Sydney
3710,Perth
3711,Brisbane
3712,Sydney
3713,Brisbane
3714,Sydney
3715,Brisbane
3716,Sydney
3717,Melbourne
3718,Perth
3719,Sydney
3720,Melbourne
3721,Perth
3722,Sydney
3723,Sydney
3724,Brisbane
3725,Brisbane
3726,Melbourne
3727,Sydney
3728,Brisbane
3729,Sydney
3730,Sydney
3731,Brisbane
3732,Perth
3733,Sydney
3734,Sydney
3735,Sydney
3736,Sydney
3737,Melbourne
3738,Sydney
3739,Sydney
3740,Sydney
3741,Brisbane
3742,Melbourne
3743,Melbourne
3744,Perth
3745,Sydney
3746,Melbourne
3747,Sydney
3748,Sydney
3749,Perth
3750,Perth
3751,Sydney
3752,Perth
3753,Sydney
3754,Brisbane
3755,Brisbane
3756,Melbourne
3757,Perth
3758,Sydney
3759,Sydney
3760,Sydney
3761,Sydney
3762,Sydney
3763,Sydney
3764,Brisbane
3765,Melbourne
3766,Sydney
3767,Brisbane
3768,Sydney
3769,Melbourne
3770,Sydney
3771,Brisbane
3772,Brisbane
3773,Sydney
3774,Brisbane
3775,Melbourne
3776,Sydney
3777,Brisbane
3778,Sydney
3779,Melbourne
3780,Sydney
3781,Perth
3782,Perth
3783,Perth
3784,Sydney
3785,Brisbane
3786,Sydney
3787,Sydney
3788,Perth
3789,Sydney
3790,Sydney
3791,Perth
3792,Sydney
3793,Sydney
3794,Perth
3795,Sydney
3796,Sydney
3797,Perth
3798,Sydney
3799,Sydney
3800,Melbourne
3801,Perth
3802,Melbourne
3803,Brisbane
3804,Brisbane
3805,Brisbane
3806,Brisbane
3807,Perth
3808,Perth
3809,Sydney
3810,Sydney
3811,Melbourne
3812,Sydney
3813,Brisbane
3814,Melbourne
3815,Melbourne
3816,Sydney
3817,Sydney
3818,Sydney
3819,Sydney
3820,Brisbane
3821,Sydney
3822,Sydney
3823,Perth
3824,Sydney
3825,Brisbane
3826,Sydney
3827,Sydney
3828,Brisbane
3829,Melbourne
3830,Sydney
3831,Sydney
3832,Brisbane
3833,Perth
3834,Sydney
3835,Melbourne
3836,Sydney
3837,Brisbane
3838,Sydney
3839,Sydney
3840,Perth
3841,Sydney
3842,Sydney
3843,Perth
3844,Sydney
3845,Sydney
3846,Brisbane
3847,Sydney
3848,Sydney
3849,Perth
3850,Perth
3851,Sydney
3852,Sydney
3853,Sydney
3854,Sydney
3855,Brisbane
3856,Sydney
3857,Sydney
3858,Sydney
3859,Perth
3860,Sydney
3861,Sydney
3862,Melbourne
3863,Sydney
3864,Sydney
3865,Sydney
3866,Sydney
3867,Sydney
3868,Perth
3869,Brisbane
3870,Melbourne
3871,Brisbane
3872,Melbourne
3873,Melbourne
3874,Sydney
3875,Sydney
3876,Sydney
3877,Perth
3878,Perth
3879,Brisbane
3880,Sydney
3881,Perth
3882,Sydney
3883,Sydney
3884,Sydney
3885,Sydney
3886,Perth
3887,Melbourne
3888,Brisbane
3889,Sydney
3890,Sydney
3891,Melbourne
3892,Sydney
3893,Melbourne
3894,Brisbane
3895,Sydney
3896,Brisbane
3897,Sydney
3898,Sydney
3899,Sydney
3900,Sydney
3901,Perth
3902,Sydney
3903,Sydney
3904,Brisbane
3905,Sydney
3906,Perth
3907,Sydney
3908,Perth
3909,Sydney
3910,Sydney
3911,Melbourne
3912,Brisbane
3913,Sydney
3914,Sydney
3915,Sydney
3916,Sydney
3917,Sydney
3918,Perth
3919,Sydney
3920,Sydney
3921,Sydney
3922,Perth
3923,Perth
3924,Brisbane
3925,Sydney
3926,Brisbane
3927,Sydney
3928,Sydney
3929,Sydney
3930,Perth
3931,Sydney
3932,Sydney
3933,Sydney
3934,Sydney
3935,Sydney
3936,Sydney
3937,Melbourne
3938,Brisbane
3939,Perth
3940,Melbourne
3941,Sydney
3942,Sydney
3943,Melbourne
3944,Sydney
3945,Sydney
3946,Sydney
3947,Perth
3948,Sydney
3949,Melbourne
3950,Perth
3951,Sydney
3952,Brisbane
3953,Perth
3954,Sydney
3955,Sydney
3956,Sydney
3957,Melbourne
3958,Melbourne
3959,Melbourne
3960,Melbourne
3961,Brisbane
3962,Brisbane
3963,Melbourne
3964,Melbourne
3965,Melbourne
3966,Melbourne
3967,Melbourne
3968,Melbourne
3969,Melbourne
3970,Sydney
3971,Sydney
3972,Brisbane
3973,Sydney
3974,Sydney
3975,Brisbane
3976,Perth
3977,Sydney
3978,Perth
3979,Melbourne
3980,Perth
3981,Sydney
3982,Sydney
3983,Sydney
3984,Brisbane
3985,Sydney
3986,Sydney
3987,Melbourne
3988,Sydney
3989,Melbourne
3990,Sydney
3991,Sydney
3992,Sydney
3993,Perth
3994,Sydney
3995,Perth
3996,Brisbane
3997,Sydney
3998,Melbourne
3999,Perth
31000,Melbourne
31001,Perth
31002,Melbourne
31003,Sydney
31004,Melbourne
31005,Sydney
31006,Sydney
31007,Sydney
31008,Melbourne
31009,Perth
31010,Perth
31011,Melbourne
31012,Sydney
31013,Brisbane
31014,Brisbane
31015,Brisbane
31016,Sydney
31017,Perth
31018,Sydney
31019,Melbourne
31020,Melbourne
31021,Sydney
31022,Brisbane
31023,Brisbane
31024,Sydney
31025,Perth
31026,Sydney
31027,Melbourne
31028,Brisbane
31029,Sydney
31030,Sydney
31031,Sydney
31032,Sydney
31033,Perth
31034,Melbourne
31035,Sydney
31036,Perth
31037,Brisbane
31038,Sydney
31039,Melbourne
31040,Perth
31041,Melbourne
31042,Sydney
31043,Perth
31044,Sydney
31045,Sydney
31046,Sydney
31047,Sydney
31048,Brisbane
31049,Sydney
31050,Sydney
31051,Sydney
31052,Perth
31053,Sydney
31054,Sydney
31055,Melbourne
31056,Melbourne
31057,Sydney
31058,Sydney
31059,Sydney
31060,Perth
31061,Sydney
31062,Brisbane
31063,Sydney
31064,Sydney
31065,Sydney
31066,Sydney
31067,Sydney
31068,Sydney
31069,Sydney
31070,Brisbane
31071,Sydney
31072,Sydney
31073,Sydney
31074,Brisbane
31075,Brisbane
31076,Brisbane
31077,Sydney
31078,Sydney
31079,Sydney
31080,Melbourne
31081,Brisbane
31082,Melbourne
31083,Melbourne
31084,Brisbane
31085,Sydney
31086,Brisbane
31087,Sydney
31088,Sydney
31089,Sydney
31090,Sydney
31091,Perth
31092,Sydney
31093,Melbourne
31094,Sydney
31095,Sydney
31096,Perth
31097,Perth
31098,Sydney
31099,Melbourne
31100,Sydney
31101,Sydney
31102,Sydney
31103,Perth
31104,Sydney
31105,Sydney
31106,Brisbane
31107,Sydney
31108,Sydney
31109,Sydney
31110,Brisbane
31111,Sydney
31112,Sydney
31113,Perth
31114,Sydney
31115,Melbourne
31116,Sydney
31117,Sydney
31118,Melbourne
31119,Brisbane
31120,Perth
31121,Sydney
31122,Sydney
31123,Sydney
31124,Perth
31125,Melbourne
31126,Sydney
31127,Brisbane
31128,Melbourne
31129,Melbourne
31130,Sydney
31131,Perth
31132,Melbourne
31133,Perth
31134,Perth
31135,Sydney
31136,Sydney
31137,Brisbane
31138,Brisbane
31139,Perth
31140,Sydney
31141,Melbourne
31142,Sydney
31143,Sydney
31144,Brisbane
31145,Brisbane
31146,Sydney
31147,Perth
31148,Sydney
31149,Brisbane
31150,Brisbane
31151,Melbourne
31152,Melbourne
31153,Sydney
31154,Sydney
31155,Sydney
31156,Perth
31157,Sydney
31158,Brisbane
31159,Sydney
31160,Sydney
31161,Sydney
31162,Sydney
31163,Brisbane
31164,Sydney
31165,Sydney
31166,Perth
31167,Sydney
31168,Sydney
31169,Sydney
31170,Sydney
31171,Brisbane
31172,Sydney
31173,Brisbane
31174,Melbourne
31175,Melbourne
31176,Sydney
31177,Sydney
31178,Perth
31179,Sydney
31180,Sydney
31181,Sydney
31182,Sydney
31183,Brisbane
31184,Sydney
31185,Sydney
31186,Melbourne
31187,Sydney
31188,Sydney
31189,Sydney
31190,Brisbane
31191,Sydney
31192,Sydney
31193,Sydney
31194,Melbourne
31195,Sydney
31196,Sydney
31197,Sydney
31198,Brisbane
31199,Sydney
31200,Sydney
31201,Sydney
31202,Sydney
31203,Sydney
31204,Brisbane
31205,Sydney
31206,Perth
31207,Perth
31208,Melbourne
31209,Brisbane
31210,Brisbane
31211,Sydney
31212,Perth
31213,Sydney
31214,Melbourne
31215,Sydney
31216,Perth
31217,Perth
31218,Melbourne
31219,Brisbane
31220,Sydney
31221,Sydney
31222,Sydney
31223,Sydney
31224,Sydney
31225,Brisbane
31226,Melbourne
31227,Melbourne
31228,Melbourne
31229,Melbourne
31230,Sydney
31231,Sydney
31232,Brisbane
31233,Perth
31234,Sydney
31235,Sydney
31236,Sydney
31237,Melbourne
31238,Melbourne
31239,Sydney
31240,Sydney
31241,Brisbane
31242,Perth
31243,Brisbane
31244,Melbourne
31245,Perth
31246,Melbourne
31247,Brisbane
31248,Melbourne
31249,Sydney
31250,Brisbane
31251,Sydney
31252,Melbourne
31253,Brisbane
31254,Sydney
31255,Sydney
31256,Melbourne
31257,Sydney
31258,Melbourne
31259,Melbourne
31260,Sydney
31261,Sydney
31262,Brisbane
31263,Melbourne
31264,Sydney
31265,Brisbane
31266,Perth
31267,Perth
31268,Perth
31269,Brisbane
31270,Melbourne
31271,Melbourne
31272,Melbourne
31273,Perth
31274,Sydney
31275,Brisbane
31276,Sydney
31277,Sydney
31278,Melbourne
31279,Sydney
31280,Perth
31281,Sydney
31282,Melbourne
31283,Sydney
31284,Perth
31285,Sydney
31286,Perth
31287,Sydney
31288,Sydney
31289,Perth
31290,Brisbane
31291,Melbourne
31292,Perth
31293,Sydney
31294,Sydney
31295,Brisbane
31296,Perth
31297,Sydney
31298,Melbourne
31299,Melbourne
31300,Perth
31301,Brisbane
31302,Perth
31303,Brisbane
31304,Sydney
31305,Sydney
31306,Brisbane
31307,Perth
31308,Sydney
31309,Perth
31310,Sydney
31311,Sydney
31312,Sydney
31313,Perth
31314,Sydney
31315,Melbourne
31316,Sydney
31317,Brisbane
31318,Brisbane
31319,Brisbane
31320,Sydney
31321,Sydney
31322,Perth
31323,Perth
31324,Sydney
31325,Sydney
31326,Sydney
31327,Brisbane
31328,Sydney
31329,Melbourne
31330,Sydney
31331,Sydney
31332,Sydney
31333,Sydney
31334,Brisbane
31335,Sydney
31336,Sydney
31337,Sydney
31338,Sydney
31339,Sydney
31340,Perth
31341,Sydney
31342,Brisbane
31343,Brisbane
31344,Sydney
31345,Perth
31346,Brisbane
31347,Sydney
31348,Sydney
31349,Brisbane
31350,Sydney
31351,Sydney
31352,Sydney
31353,Sydney
31354,Sydney
31355,Melbourne
31356,Sydney
31357,Melbourne
31358,Sydney
31359,Sydney
31360,Sydney
31361,Brisbane
31362,Sydney
31363,Brisbane
31364,Sydney
31365,Sydney
31366,Sydney
31367,Melbourne
31368,Brisbane
31369,Melbourne
31370,Brisbane
31371,Brisbane
31372,Melbourne
31373,Sydney
31374,Melbourne
31375,Sydney
31376,Sydney
31377,Perth
31378,Melbourne
31379,Sydney
31380,Melbourne
31381,Melbourne
31382,Sydney
31383,Sydney
31384,Sydney
31385,Sydney
31386,Brisbane
31387,Brisbane
31388,Perth
31389,Sydney
31390,Perth
31391,Sydney
31392,Sydney
31393,Sydney
31394,Sydney
31395,Sydney
31396,Brisbane
31397,Melbourne
31398,Sydney
31399,Brisbane
31400,Sydney
31401,Sydney
31402,Perth
31403,Sydney
31404,Perth
31405,Sydney
31406,Sydney
31407,Perth
31408,Perth
31409,Sydney
31410,Sydney
31411,Sydney
31412,Sydney
31413,Sydney
31414,Sydney
31415,Sydney
31416,Sydney
31417,Sydney
31418,Sydney
31419,Perth
31420,Sydney
31421,Brisbane
31422,Sydney
31423,Sydney
31424,Sydney
31425,Melbourne
31426,Perth
31427,Brisbane
31428,Sydney
31429,Sydney
31430,Perth
31431,Melbourne
31432,Sydney
31433,Sydney
31434,Sydney
31435,Perth
31436,Brisbane
31437,Sydney
31438,Brisbane
31439,Brisbane
31440,Melbourne
31441,Melbourne
31442,Sydney
31443,Sydney
31444,Sydney
31445,Perth
31446,Sydney
31447,Melbourne
31448,Sydney
31449,Sydney
31450,Melbourne
31451,Sydney
31452,Melbourne
31453,Melbourne
31454,Perth
31455,Melbourne
31456,Sydney
31457,Sydney
31458,Sydney
31459,Sydney
31460,Sydney
31461,Sydney
31462,Melbourne
31463,Brisbane
31464,Sydney
31465,Sydney
31466,Brisbane
31467,Sydney
31468,Brisbane
31469,Melbourne
31470,Melbourne
31471,Sydney
31472,Sydney
31473,Brisbane
31474,Perth
31475,Melbourne
31476,Sydney
31477,Perth
31478,Sydney
31479,Brisbane
31480,Perth
31481,Sydney
31482,Melbourne
31483,Brisbane
31484,Melbourne
31485,Sydney
31486,Sydney
31487,Sydney
31488,Brisbane
31489,Perth
31490,Melbourne
31491,Sydney
31492,Perth
31493,Melbourne
31494,Sydney
31495,Sydney
31496,Sydney
31497,Sydney
31498,Sydney
31499,Brisbane
31500,Melbourne
31501,Sydney
31502,Sydney
31503,Perth
31504,Brisbane
31505,Melbourne
31506,Melbourne
31507,Sydney
31508,Sydney
31509,Sydney
31510,Perth
31511,Melbourne
31512,Sydney
31513,Brisbane
31514,Brisbane
31515,Perth
31516,Sydney
31517,Perth
31518,Brisbane
31519,Sydney
31520,Brisbane
31521,Sydney
31522,Perth
31523,Sydney
31524,Melbourne
31525,Perth
31526,Sydney
31527,Perth
31528,Sydney
31529,Sydney
31530,Perth
31531,Sydney
31532,Sydney
31533,Sydney
31534,Perth
31535,Sydney
31536,Perth
31537,Sydney
31538,Perth
31539,Melbourne
31540,Perth
31541,Sydney
31542,Sydney
31543,Brisbane
31544,Sydney
31545,Brisbane
31546,Perth
31547,Brisbane
31548,Sydney
31549,Sydney
31550,Sydney
31551,Perth
31552,Sydney
31553,Sydney
31554,Brisbane
31555,Sydney
31556,Melbourne
31557,Brisbane
31558,Brisbane
31559,Brisbane
31560,Sydney
31561,Sydney
31562,Perth
31563,Melbourne
31564,Sydney
31565,Brisbane
31566,Sydney
31567,Melbourne
31568,Brisbane
31569,Sydney
31570,Perth
31571,Sydney
31572,Sydney
31573,Brisbane
31574,Sydney
31575,Sydney
31576,Melbourne
31577,Melbourne
31578,Sydney
31579,Sydney
31580,Melbourne
31581,Melbourne
31582,Brisbane
31583,Melbourne
31584,Perth
31585,Brisbane
31586,Melbourne
31587,Sydney
31588,Sydney
31589,Sydney
31590,Sydney
31591,Sydney
31592,Melbourne
31593,Brisbane
31594,Melbourne
31595,Sydney
31596,Brisbane
31597,Sydney
31598,Sydney
31599,Sydney
31600,Sydney
31601,Brisbane
31602,Brisbane
31603,Melbourne
31604,Melbourne
31605,Brisbane
31606,Sydney
31607,Melbourne
31608,Sydney
31609,Sydney
31610,Melbourne
31611,Sydney
31612,Sydney
31613,Sydney
31614,Perth
31615,Sydney
31616,Perth
31617,Sydney
31618,Perth
31619,Sydney
31620,Sydney
31621,Brisbane
31622,Brisbane
31623,Sydney
31624,Melbourne
31625,Sydney
31626,Sydney
31627,Sydney
31628,Melbourne
31629,Sydney
31630,Sydney
31631,Perth
31632,Perth
31633,Melbourne
31634,Perth
31635,Sydney
31636,Brisbane
31637,Sydney
31638,Melbourne
31639,Sydney
31640,Sydney
31641,Perth
31642,Sydney
31643,Perth
31644,Sydney
31645,Sydney
31646,Brisbane
31647,Sydney
31648,Sydney
31649,Brisbane
31650,Perth
31651,Sydney
31652,Melbourne
31653,Sydney
31654,Melbourne
31655,Sydney
31656,Melbourne
31657,Sydney
31658,Brisbane
31659,Melbourne
31660,Sydney
31661,Sydney
31662,Melbourne
31663,Brisbane
31664,Melbourne
31665,Sydney
31666,Sydney
31667,Perth
31668,Sydney
31669,Melbourne
31670,Sydney
31671,Perth
31672,Melbourne
31673,Perth
31674,Brisbane
31675,Sydney
31676,Melbourne
31677,Sydney
31678,Sydney
31679,Perth
31680,Sydney
31681,Sydney
31682,Brisbane
31683,Sydney
31684,Brisbane
31685,Sydney
31686,Brisbane
31687,Melbourne
31688,Melbourne
31689,Sydney
31690,Melbourne
31691,Sydney
31692,Brisbane
31693,Sydney
31694,Perth
31695,Melbourne
31696,Melbourne
31697,Melbourne
31698,Brisbane
31699,Sydney
31700,Perth
31701,Brisbane
31702,Brisbane
31703,Perth
31704,Sydney
31705,Brisbane
31706,Sydney
31707,Perth
31708,Sydney
31709,Sydney
31710,Melbourne
31711,Perth
31712,Melbourne
31713,Sydney
